OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
3142337,04092021982,SANGAM CAFE,10300 CHAPEL HILL RD ,SUITE 600/700,MORRISVILLE,NC,27560,(919) 460-4300,2016/09/30 04:00:00+00,Food Stand,18129,-78.82715668,35.83264302,M
3142338,04092017340,BURGER KING #1094,6300 Capital BLVD ,,RALEIGH,NC,27616-3048,(919) 872-6307,2016/10/17 04:00:00+00,Restaurant,18182,-78.57966996,35.87091963,M
3142339,04092017342,BURGER KING #1093,3000 Capital BLVD ,,RALEIGH,NC,27604-3334,(919) 872-2070,2016/10/18 04:00:00+00,Restaurant,18184,-78.59202903,35.82022527,M
3142340,04092017343,Clarion Pointe Wake Forest Food Service,12401 WAKE UNION CHURCH RD ,,WAKE FOREST,NC,27587,(919) 556-4007,2016/10/20 04:00:00+00,Restaurant,18189,-78.53961914,35.98418878,M
3142341,04092017444,SAN JOSE MEX & TEQUILA BAR,11201 GALLERIA AVE ,SUITE 101,RALEIGH,NC,27614,(919) 435-6050,2016/10/20 04:00:00+00,Restaurant,18204,-78.54362102,35.94819247,M
3142342,04092017443,PNC CLUB 220-A (GRILL SIDE),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 04:00:00+00,Restaurant,18205,-78.7229363,35.8032419,M
3142343,04092017442,PNC CLUB 204-A,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 04:00:00+00,Restaurant,18206,-78.7229363,35.8032419,M
3142344,04092017445,METRO DINER #3002,6325-73 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 578-9053,2016/09/30 04:00:00+00,Restaurant,18203,-78.62102418,35.86869281,M
3142345,04092017441,PNC CLUB 204-B (PIZZA SIDE),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 04:00:00+00,Restaurant,18207,-78.7229363,35.8032419,M
3142346,04092017440,PNC CLUB 220-B,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 04:00:00+00,Restaurant,18208,-78.7229363,35.8032419,M
3142347,04092017447,HYDERABAD HOUSE,3735 DAVIS  DR ,STE 105,MORRISVILLE,NC,27560,(919) 924-0503,2016/11/01 04:00:00+00,Restaurant,18217,-78.85587864,35.83375466,M
3142348,04092017451,DAME'S CHICKEN & WAFFLES,823 BASS PRO LN ,,CARY,NC,27513,(919) 234-0822,2016/10/14 04:00:00+00,Restaurant,18229,-78.77007317,35.83116175,M
3142349,04092017452,BLAZE PIZZA #1193,316 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 557-4990,2016/11/04 04:00:00+00,Restaurant,18230,-78.8436742,35.66711942,M
3142350,04092017453,CRAWFORD AND SON,618 N PERSON ST ,,RALEIGH,NC,27604,(919) 307-4647,2016/11/01 04:00:00+00,Restaurant,18231,-78.6340625,35.78882326,M
3142351,04092017457,BABA GHANNOUJ,2468 WALNUT ST ,,CARY,NC,27518,(919) 233-0907,2016/11/15 05:00:00+00,Restaurant,18242,-78.74427315,35.75323584,M
3142352,04092017462,JASMIN OLIVZ MEDITERRANEAN,2501 BLUE RIDGE RD ,SUITE G-190,RALEIGH,NC,27607,(919) 800-8599,2016/11/09 05:00:00+00,Restaurant,18245,-78.70656515,35.81500557,M
3142353,04092017461,AMORINO GELATO,137 E DAVIE ST ,,RALEIGH,NC,27601,(919) 239-4411,2016/11/15 05:00:00+00,Restaurant,18246,-78.63753225,35.77583605,M
3142354,04092017449,THAIPHOON BISTRO,"301 S GLENWOOD AVE, STE. 190",,RALEIGH,NC,27603,(919) 720-4034,2016/11/02 04:00:00+00,Restaurant,18225,-78.64745567,35.78419088,M
3142355,04092030317,MOONRUNNERS SALOON (WCID #577),7237 BLANEY BLUFFS LN ,,RALEIGH,NC,27606,(919) 662-5119,2016/11/15 05:00:00+00,Mobile Food Units,18249,-78.71942174,35.69622461,M
3142356,04092017466,POPEYES #12346,7120 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 295-5757,2016/11/29 05:00:00+00,Restaurant,18256,-78.49001904,35.79780164,M
3142357,04092030318,THE TOMATITO (WCID #375),4410 CRAFTSMAN DR ,,RALEIGH,NC,27609,(919) 717-4138,2016/11/30 05:00:00+00,Mobile Food Units,18257,-78.60627168,35.83926548,M
3142358,04092017468,AROMA KOREA,160 NE MAYNARD  RD ,STE 114,CARY,NC,27513,(919) 650-2696,2016/12/07 05:00:00+00,Restaurant,18264,-78.78042873,35.80237018,M
3142359,04092017470,HARRIS TEETER #118 STARBUCKS,5277 SUNSET LAKE RD ,,HOLLY SPRINGS,NC,27540,(919) 363-3059,2016/12/02 05:00:00+00,Restaurant,18268,-78.79652372,35.66680054,M
3142360,04092017469,TARGET CAFE #2721,3001 MARKET CENTER DR ,,MORRISVILLE,NC,27560,(919) 379-2180,2016/12/02 05:00:00+00,Restaurant,18269,-78.8158358,35.80562095,M
3142361,04092017489,J. ALEXANDER'S,4600 CRABTREE VALLEY AVE ,,RALEIGH,NC,27612,(984) 200-4493,2016/12/07 05:00:00+00,Restaurant,18273,-78.68450309,35.84046562,M
3142362,04092017488,MI CANCUN,324 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-9979,2016/12/14 05:00:00+00,Restaurant,18274,-78.8436742,35.66711942,M
3142363,04092017460,THE MAC HOUSE,14460 167 FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 263-8116,2016/11/07 05:00:00+00,Restaurant,18247,0,0,U
3142364,04092017487,JOHNNY'S PIZZA,96 CORNERSTONE DR ,,CARY,NC,27519,(919) 460-5566,2016/12/02 05:00:00+00,Restaurant,18275,-78.85232757,35.79108879,M
3142365,04092017485,CITY MARKET SUSHI,315 BLAKE ST ,,RALEIGH,NC,27601,(919) 322-1987,2016/12/01 05:00:00+00,Restaurant,18277,-78.63561219,35.77622916,M
3142366,04092017484,CHOPT,420 DANIELS ST ,,RALEIGH,NC,27605,(919) 670-2333,2016/12/08 05:00:00+00,Restaurant,18278,-78.66025735,35.7899673,M
3142367,04092017483,ZAXBY'S #60701,20 EAGLE WING WAY ,,GARNER,NC,27529,(919) 773-0061,2016/11/28 05:00:00+00,Restaurant,18279,-78.58765235,35.69782164,M
3142368,04092017476,G-58 CUISINE,10958 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 466-8858,2016/12/15 05:00:00+00,Restaurant,18286,-78.84206352,35.85633777,M
3142369,04092017477,HARRIS TEETER #283 STARBUCKS,8101 FAYETTEVILLE RD ,,FUQUAY VARINA,NC,27526,(919) 772-0241,2016/12/09 05:00:00+00,Restaurant,18285,0,0,U
3142370,04092017492,VIDRIO,500 GLENWOOD AVE ,SUITE 100,RALEIGH,NC,27603,(919) 803-6033,2016/12/16 05:00:00+00,Restaurant,18296,-78.64701998,35.78656832,M
3142371,04092021987,H Mart SDG Tofu House,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 05:00:00+00,Food Stand,18297,-78.84865444,35.78921622,M
3142372,04092021992,H Mart Kangnam Town,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 05:00:00+00,Food Stand,18302,-78.84865444,35.78921622,M
3142373,04092021993,H Mart Don-don,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 05:00:00+00,Food Stand,18303,-78.84865444,35.78921622,M
3142374,04092021994,H Mart RTC Department,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 05:00:00+00,Food Stand,18304,-78.84865444,35.78921622,M
3142375,04092021996,H Mart Meat Department,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 05:00:00+00,Food Stand,18306,-78.84865444,35.78921622,M
3142376,04092021997,H Mart Seafood Department,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 05:00:00+00,Food Stand,18307,-78.84865444,35.78921622,M
3142377,04092030320,BAOZI (WCID #579),6909 GLENWOOD AVE ,,RALEIGH,NC,27602,(919) 307-8870,2016/12/20 05:00:00+00,Mobile Food Units,18308,-78.71371863,35.86286681,M
3142378,04092017496,WAFFLE HOUSE #2220,3400 OLYMPIA DR ,,RALEIGH,NC,27603,(919) 480-5212,2016/12/29 05:00:00+00,Restaurant,18325,-78.65166168,35.73409368,M
3142379,04092017490,Jasmin & Olivz Mediterranean,9934 CHAPEL HILL RD ,,CARY,NC,27513,(919) 234-6900,2016/12/19 05:00:00+00,Restaurant,18294,0,0,U
3142380,04092017497,TOBACCO ROAD,505 W JONES ST ,,RALEIGH,NC,27603,(919) 301-8793,2016/12/28 05:00:00+00,Restaurant,18326,-78.64644507,35.78205613,M
3142381,04092021995,H Mart Produce Department,1961 High House RD ,,RALEIGH,NC,27519,(919) 535-5900,2016/12/22 05:00:00+00,Food Stand,18305,-78.84951817,35.79030277,M
3142382,04092110514,ROLESVILLE ELEMENTARY SCHOOL CAFETERIA,307 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 554-8686 ext. 23771,2016/12/28 05:00:00+00,Public School Lunchrooms,18327,-78.46231738,35.91862549,M
3142383,04092017498,WING STOP #1245,684-A CARY TOWNE BLVD ,,CARY,NC,27511,(919) 234-0736,2016/12/30 05:00:00+00,Restaurant,18328,-78.76589162,35.7755899,M
3142384,04092017501,Acacia Tree Asian Cuisine,101 KEYBRIDGE DR ,STE100,MORRISVILLE,NC,27560,(919) 677-1190,2017/01/17 05:00:00+00,Restaurant,18332,-78.82273397,35.82037774,M
3142385,04092021999,PREMIER CAKES COMMISSARY AND CATERING,203 CAPCOM AVE ,SUITE 115,RALEIGH,NC,27587,(919) 274-8511,2017/01/13 05:00:00+00,Food Stand,18329,-78.52687137,35.94872925,M
3142386,04092017502,The Cardinal at North Hills Independent Living Clubhouse Kitchen,4030 Cardinal at North Hills ST ,,RALEIGH,NC,27609,(984) 204-8444,2017/01/11 05:00:00+00,Restaurant,18335,0,0,U
3142387,04092017506,Young Hearts Distilling Company,225 S WILMINGTON ST ,"STE 100 &amp; 200",RALEIGH,NC,27601,(919) 424-7817,2017/01/18 05:00:00+00,Restaurant,18347,-78.63794467,35.77744199,M
3142388,04092017507,COCINA MEXICANA LA PENA DE HOREB,2125 TEN TEN RD ,,APEX,NC,27539,,2017/01/27 05:00:00+00,Restaurant,18355,-78.81811355,35.72082607,M
3142389,04092030323,GONZA TACOS (WCID #583),10005 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 337-2239,2017/02/27 05:00:00+00,Mobile Food Units,18356,-78.65047039,35.91579035,M
3142390,04092017519,DICED GOURMET SALADS & WRAPS #2,1028 OBERLIN RD ,SUITE 234,RALEIGH,NC,27605,(919) 307-3613,2017/01/27 05:00:00+00,Restaurant,18367,-78.65845011,35.79783502,M
3142391,04092017516,PANERA BREAD #1938,11665 NORTHPARK DR ,,WAKE FOREST,NC,27587,(919) 263-6176,2017/01/31 05:00:00+00,Restaurant,18370,-78.54383057,35.96466469,M
3142392,04092017512,JOY LUCK CLUB OF GRAND ASIA MARKET,1253 BUCK JONES RD ,,RALEIGH,NC,27606,(919) 468-2988,2017/02/22 05:00:00+00,Restaurant,18389,-78.74067496,35.76583498,M
3142393,04092300278,GRAND ASIA MEAT MARKET,1253 BUCK JONES RD ,,RALEIGH,NC,27606-3326,(919) 468-2988,2017/02/22 05:00:00+00,Meat Market,18390,-78.74067496,35.76583498,M
3142394,04092017521,MCDONALDS #13159,1725 New Hope Church Rd,,RALEIGH,NC,27609,(919) 713-0903,2017/02/22 05:00:00+00,Restaurant,18391,-78.60826495,35.83722719,M
3142395,04092017517,GUASACA AREPA & SALSA GRILL,9918 CHAPEL HILL RD ,SUITE 103,CARY,NC,27513,(919) 377-8223,2017/01/31 05:00:00+00,Restaurant,18369,0,0,U
3142396,04092017526,TACO BELL #32555,8470 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 703-0259,2017/02/17 05:00:00+00,Restaurant,18393,-78.50930992,35.89359383,M
3142397,04092017524,RUDINO'S PIZZA & GRINDERS HERITAGE,1000 FORESTVILLE RD.,SUITE 124,WAKE FOREST,NC,27587,(919) 569-6004,2017/02/16 05:00:00+00,Restaurant,18395,-78.5075981,35.94611021,M
3142398,04092017523,SHEETZ #620,7513 RAMBLE WAY ,,RALEIGH,NC,27616,(919) 239-4746,2017/02/09 05:00:00+00,Restaurant,18396,-78.53896226,35.87590197,M
3142399,04092022007,PUBLIX #1544 MEATS,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017/02/06 05:00:00+00,Food Stand,18398,-78.89379203,35.73782787,M
3142400,04092022006,PUBLIX #1544 SEAFOOD,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017/02/06 05:00:00+00,Food Stand,18399,-78.89379203,35.73782787,M
3142401,04092022005,PUBLIX #1544 PRODUCE,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017/02/06 05:00:00+00,Food Stand,18400,-78.89379203,35.73782787,M
3142402,04092022004,PUBLIX #1544 DELI,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017/02/06 05:00:00+00,Food Stand,18401,-78.89379203,35.73782787,M
3142403,04092022003,POSH NOSH CATERING,1053 E WHITAKER MILL RD ,SUITE 135,RALEIGH,NC,27604,(919) 839-6004,2017/02/15 05:00:00+00,Food Stand,18402,-78.62124627,35.80871398,M
3142404,04092017528,Kathmandu Kitchen,1275 NW MAYNARD RD ,,CARY,NC,27513,(919) 535-3026,2017/03/01 05:00:00+00,Restaurant,18409,-78.81099907,35.78581256,M
3142405,04092017529,MCDONALDS #30839,4431 New Bern Ave ,,RALEIGH,NC,27610,(919) 231-3242,2017/03/02 05:00:00+00,Restaurant,18410,-78.56000685,35.80046419,M
3142406,04092017531,MAR-Y-SOL,4020 CAPITAL BLVD ,SUITE 108,RALEIGH,NC,27604,(919) 431-0505,2017/03/06 05:00:00+00,Restaurant,18413,-78.57967846,35.83550619,M
3142407,04092017532,HOLLY SPRINGS GAS AND GROCERY,300 N MAIN ST ,,HOLLY SPRINGS,NC,27540-9195,(919) 762-7449,2017/03/06 05:00:00+00,Restaurant,18414,-78.83403944,35.65536219,M
3142408,04092022008,KINGS WOK,8320 Litchford  RD ,SUITE 160,RALEIGH,NC,27615,(919) 878-5252,2017/03/09 05:00:00+00,Food Stand,18421,-78.59988229,35.89223772,M
3142409,04092017534,YUMMY HIBACHI,"7110 KNIGHTDALE BLVD, STE P",,KNIGHTDALE,NC,27545,(919) 373-0325,2017/03/09 05:00:00+00,Restaurant,18422,-78.4899936,35.79638702,M
3142410,04092017536,MCDONALDS #29233 BRIER CREEK WALMART,10050 GLENWOOD AVE ,,RALEIGH,NC,27617,(919) 957-8404,2017/03/13 04:00:00+00,Restaurant,18426,-78.77801463,35.91234038,M
3142411,04092017548,ZEERA INDIAN RESTAURANT,1311 E BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 762-6215,2017/03/09 05:00:00+00,Restaurant,18433,-78.77604319,35.59548799,M
3142412,04092017547,POTBELLY SANDWICH SHOP,9662 CHAPEL HILL RD ,SUITE 120,MORRISVILLE,NC,27560,(919) 377-1058,2017/03/09 05:00:00+00,Restaurant,18434,-78.81492453,35.8087175,M
3142413,04092017546,ABBEY ROAD TAVERN & GRILL APEX,1700 CENTER ST ,,APEX,NC,27502,(919) 372-5383,2017/03/08 05:00:00+00,Restaurant,18435,-78.82753664,35.72521642,M
3142414,04092017545,BREWERY BHAVANA,218 S BLOUNT ST ,,RALEIGH,NC,27601,(919) 829-9998,2017/03/06 05:00:00+00,Restaurant,18436,-78.63692426,35.77740827,M
3142415,04092017544,FIRST WATCH BRADFORD,1325 BRADFORD VIEW DR ,,CARY,NC,27513,(919) 655-8005,2017/03/06 05:00:00+00,Restaurant,18437,-78.84569222,35.79251025,M
3142416,04092017543,Kardia,4420 Lake Boone TRL ,,RALEIGH,NC,27607,,2017/02/22 05:00:00+00,Restaurant,18438,-78.7024202,35.81817248,M
3142417,04092017541,RISE BISCUITS & DONUTS,169 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 586-7343,2017/03/03 05:00:00+00,Restaurant,18440,-78.84948074,35.66266499,M
3142418,04092017539,HAMPTON INN RALEIGH/CARY BREAKFAST,201 ASHVILLE AVE ,,CARY,NC,27518,(919) 859-5559,2017/02/28 05:00:00+00,Restaurant,18442,-78.78426862,35.73925014,M
3142419,04092017538,PIZZERIA FAULISI,215 E CHATHAM ST ,SUITE 101,CARY,NC,27511,(919) 377-8244,2017/02/21 05:00:00+00,Restaurant,18443,-78.77734174,35.78786553,M
3142420,04092017542,AMERICAN DELI,1601-11 CROSS LINK RD ,,RALEIGH,NC,27610,(919) 516-5111,2017/03/01 05:00:00+00,Restaurant,18439,-78.61376,35.75438832,M
3142421,04092017186,STARBUCKS #25115,180 CABELA DR ,,GARNER,NC,27529,(919) 819-5059,2016/03/29 04:00:00+00,Restaurant,18446,-78.58356211,35.69799194,M
3142422,04092017552,STARBUCKS #29679,2815 ROGERS RD ,SUITE 100,WAKE FOREST,NC,27587,(919) 971-0664,2017/03/03 05:00:00+00,Restaurant,18447,-78.52502096,35.95329016,M
3142423,04092017551,"RUCKUS PIZZA, PASTA & SPIRITS APEX",1055 PINE PLAZA DR ,,APEX,NC,27523,(919) 446-6333,2017/03/13 04:00:00+00,Restaurant,18448,-78.82904737,35.74743591,M
3142424,04092017554,KIWI CAFE AND SMOOTHIES,11211 GALLERIA AVE ,UNIT 103,RALEIGH,NC,27614,(919) 570-5001,2017/03/15 04:00:00+00,Restaurant,18455,-78.54331441,35.94865826,M
3142425,04092017555,NEW CHINA EXPRESS,3501 Capital BLVD ,STE 129,RALEIGH,NC,27604-3366,(919) 878-9288,2017/03/16 04:00:00+00,Restaurant,18457,-78.58692952,35.82783582,M
3142426,04092017558,BURGER KING #8018,313 COLONADES WAY ,,CARY,NC,27511,(919) 233-8681,2017/03/21 04:00:00+00,Restaurant,18463,-78.77901138,35.73967763,M
3142427,04092300281,INTERFOOD 3 HERMANOS MEAT MARKET,522  VILLAGE CT ,,GARNER,NC,27529,(919) 803-1047,2017/03/30 04:00:00+00,Meat Market,18471,-78.61859506,35.70774919,M
3142428,04092022011,SPROUTS #540 DELI,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017/03/14 04:00:00+00,Food Stand,18499,-78.60285977,35.90143677,M
3142429,04092022010,SPROUTS #540 PRODUCE,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017/03/14 04:00:00+00,Food Stand,18500,-78.60285977,35.90143677,M
3142430,04092300282,SPROUTS #540 MEAT MARKET,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017/03/14 04:00:00+00,Meat Market,18503,-78.60285977,35.90143677,M
3142431,04092017567,CITY BARBEQUE #43,9424 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 847-4306,2017/03/21 04:00:00+00,Restaurant,18507,-78.60285977,35.90143677,M
3142432,04092017563,SIR WALTER COFFEE,145 E DAVIE ST ,,RALEIGH,NC,27601,(919) 322-0019,2017/03/30 04:00:00+00,Restaurant,18511,-78.63753225,35.77583605,M
3142433,04092022009,LA BONITA DELI,836-110 E CHATHAM ST ,,CARY,NC,27511,(919) 650-3161,2017/03/02 05:00:00+00,Food Stand,18501,-78.7955722,35.78044851,T
3142434,04092017570,MICHELANGELOS PIZZA,928 US 64 HWY W ,,APEX,NC,27523,(919) 462-8880,2017/04/12 04:00:00+00,Restaurant,18514,-78.82081015,35.74556916,M
3142435,04092017571,PENN STATION #320,700 CARY TOWNE BLVD ,,CARY,NC,27511,(919) 234-1342,2017/04/17 04:00:00+00,Restaurant,18520,-78.76561938,35.77485795,M
3142436,04092017572,PENN STATION #251,1013 MARKET CENTER DR ,,MORRISVILLE,NC,27560,(919) 388-3368,2017/04/19 04:00:00+00,Restaurant,18527,-78.81676023,35.80454378,M
3142437,04092017573,BLUE FOX INDIAN CUISINE,2250 GATHERING PARK CIR ,,CARY,NC,27519,(919) 234-1387,2017/04/20 04:00:00+00,Restaurant,18532,-78.85752223,35.82041548,M
3142438,04092300283,LA BONITA MEAT MARKET,836-110 E CHATHAM ST ,,CARY,NC,27511,(919) 650-3161,2017/03/02 05:00:00+00,Meat Market,18502,-78.7955722,35.78044851,T
3142439,04092017574,COMFORT SUITES REGENCY PARK BREAKFAST,350 ASHVILLE AVE ,,CARY,NC,27518,(919) 852-4318,2017/04/20 04:00:00+00,Restaurant,18534,-78.78677064,35.73904806,M
3142440,04092017569,CHIPOTLE #2950,69 EAGLE WING WAY ,,GARNER,NC,27529,(919) 662-1439,2017/03/09 05:00:00+00,Restaurant,18505,-78.58456747,35.69767694,M
3142441,04092017576,MCDONALDS #1044,703 W PEACE ST ,,RALEIGH,NC,27605,(919) 833-9875,2017/04/21 04:00:00+00,Restaurant,18536,-78.64914898,35.78827691,M
3142442,04092110515,BRYAN ROAD ELEMENTARY SCHOOL CAFETERIA,8317 BRYAN RD ,,GARNER,NC,27529,(919) 694-7844,2017/03/21 04:00:00+00,Public School Lunchrooms,18544,-78.59007,35.66633604,M
3142443,04092017584,IPHO SUSHI KITCHEN & BAR,4001 WIDEWATERS PKY ,H,KNIGHTDALE,NC,27545,(919) 266-8099,2017/04/04 04:00:00+00,Restaurant,18550,-78.50515596,35.79511678,M
3142444,04092017566,SEASONS 52 #4547,4325-2100 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-3052,2017/03/23 04:00:00+00,Restaurant,18508,-78.67658678,35.83959062,M
3142445,04092017583,RICCI'S TRATTORIA,10110 GREENLEVEL CHURCH RD ,SUITE 108,CARY,NC,27519,(919) 380-8410,2017/04/12 04:00:00+00,Restaurant,18551,-78.90107787,35.82060358,M
3142446,04092017582,HICKORY TAVERN #29,401 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27540,(919) 557-2064,2017/04/17 04:00:00+00,Restaurant,18552,-78.83774133,35.64081684,M
3142447,04092017579,CHIPOTLE #3024,1385 N MAIN ST ,SUITE 120,FUQUAY-VARINA,NC,27526,(919) 567-0206,2017/04/18 04:00:00+00,Restaurant,18555,-78.77436557,35.59279213,M
3142448,04092017577,ST. ROCH,223 S WILMINGTON ST ,,RALEIGH,NC,27601,(919) 322-0359,2017/04/20 04:00:00+00,Restaurant,18557,-78.63794241,35.77751377,M
3142449,04092017575,CHINA STAR,6109-110 ROCK QUARRY RD ,,RALEIGH,NC,27610,(919) 977-4678,2017/04/20 04:00:00+00,Restaurant,18533,-78.54947112,35.72561886,M
3142450,04092017585,MCALISTER'S DELI #100958,1061 PINE PLAZA DR ,,APEX,NC,27523,(919) 362-6518,2017/04/27 04:00:00+00,Restaurant,18572,-78.82939266,35.74657076,M
3142451,04092017593,SUBWAY #5168,5410 Six Forks Rd,,RALEIGH,NC,27609,(919) 870-1782,2017/05/04 04:00:00+00,Restaurant,18584,-78.64059702,35.85499105,M
3142452,04092017578,SOUTHERN CRAFT BUTCHERS,8460-116 HONEYCUTT RD ,,RALEIGH,NC,27615,(919) 239-4087,2017/04/18 04:00:00+00,Restaurant,18556,-78.62255822,35.89549529,M
3142453,04092017597,MARIO DELI & GRILL,2317 EAGLE ROCK RD ,,WENDELL,NC,27591,(919) 374-7446,2017/05/10 04:00:00+00,Restaurant,18607,-78.38972318,35.75231212,M
3142454,04092030332,CHICK-N-QUE III (WCID #600),2009 VILLAGE PARK DR ,,KNIGHTDALE ,NC,27545,(919) 369-7788,2017/04/27 04:00:00+00,Mobile Food Units,18620,-78.49336017,35.79721176,M
3142455,04092030331,CURRY IN A HURRY (WCID #599),506 PERSHING RD ,,RALEIGH,NC,27608,(919) 606-4285,2017/04/28 04:00:00+00,Mobile Food Units,18621,-78.63363931,35.80442156,M
3142456,04092017598,MCALISTERS DELI #100956,5505-104 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 900-7846,2017/05/12 04:00:00+00,Restaurant,18615,-78.58184894,35.86077805,M
3142457,04092030330,TORTAS Y TACOS EL JAROCHO (WCID #597),820 E WILLIAMS ST ,,APEX,NC,27539,(919) 210-6361,2017/04/28 04:00:00+00,Mobile Food Units,18623,-78.84679394,35.72230294,M
3142458,04092017601,WINGATE BY WYNDHAM,6115 CORPORATE RIDGE RD ,,RALEIGH,NC,27607,(919) 809-8660,2017/05/03 04:00:00+00,Restaurant,18628,-78.74356042,35.78961442,M
3142459,04092017603,LA SANTA,222-107 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 720-4096,2017/04/28 04:00:00+00,Restaurant,18626,-78.64733509,35.78392897,M
3142460,04092160084,The Cardinal at North Hills Institutional Food Service,311 Garden at North Hills ST ,,RALEIGH,NC,27609,(984) 204-8444,2017/05/05 04:00:00+00,Institutional Food Service,18661,-78.63539181,35.83593253,M
3142461,04092022014,HARRIS TEETER #298 STARBUCKS,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2017/05/16 04:00:00+00,Food Stand,18666,-78.90107787,35.82060358,M
3142462,04092017606,FAIRFIELD INN & SUTIES RALEIGH CARY,1120 LEDSOME LN ,,CARY,NC,27511,(919) 301-8467,2017/05/01 04:00:00+00,Restaurant,18668,-78.7485481,35.76241134,M
3142463,04092017608,MARISCOS NAYARIT,3351 CYPRESS PLANTATION TRL ,,RALEIGH,NC,27616,(919) 977-0168,2017/05/23 04:00:00+00,Restaurant,18669,-78.58237548,35.87315637,M
3142464,04092017613,GONZA TACOS Y TEQUILA,525 NEW WAVERLY PL ,SUITE 104,CARY,NC,27518,(919) 653-7310,2017/05/02 04:00:00+00,Restaurant,18698,-78.77756306,35.7385362,M
3142465,04092017619,STARBUCKS #29148,1101 PINE PLAZA DR ,,APEX,NC,27523,(919) 338-3360,2017/06/08 04:00:00+00,Restaurant,18707,-78.83026568,35.74675449,M
3142466,04092017618,CORTEZ SEAFOOD AND COCKTAILS,413-100 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 342-8227,2017/05/22 04:00:00+00,Restaurant,18708,-78.64740203,35.78533541,M
3142467,04092030335,HOT CHIX I (WCID # 602),1600 Olive Chapel RD ,Ste. 728,APEX,NC,27502,(919) 398-1933,2017/05/19 04:00:00+00,Mobile Food Units,18713,-78.89057959,35.73814116,T
3142468,04092030333,DON BELL'S GRILL HOUSE (WCID # 606),4820 LANDOVER ARBOR PL ,,RALEIGH,NC,27616,(919) 266-4858,2017/06/05 04:00:00+00,Mobile Food Units,18715,-78.52358738,35.85256827,M
3142469,04092022016,CHILD CARE SERVICES ASSOCIATION,1305 GLENWOOD AVE ,,RALEIGH,NC,27605,(919) 754-3651,2017/05/30 04:00:00+00,Food Stand,18717,-78.64721776,35.79543828,M
3142470,04092017616,BAD DADDY'S BURGER BAR,9402-103 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(984) 233-5880,2017/05/12 04:00:00+00,Restaurant,18710,-78.60429327,35.90247841,M
3142471,04092110517,Green Level High School Cafeteria,7600 ROBERTS RD ,,CARY,NC,27519,(919) 694-8222 ext. 27984,2017/05/16 04:00:00+00,Public School Lunchrooms,18719,-78.89828034,35.77347438,M
3142472,04092110516,ROGERS LANE ELEMENTARY SCHOOL,201 N ROGERS LN ,,RALEIGH,NC,27610,(919) 694-8670 ext. 26975,2017/06/01 04:00:00+00,Public School Lunchrooms,18720,-78.54771309,35.77787434,M
3142473,04092017623,PRO'S EPICUREAN MARKET & CAFE,211 E CHATHAM ST ,,CARY,NC,27511,(919) 377-1788,2017/06/20 04:00:00+00,Restaurant,18737,-78.77802091,35.78798563,M
